date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:01:27	60583/60583	---M-Z	200	added ('OK')	text/css	etag:%226877be92-326d%22	https://pixelpiernyc.vamtam.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1752678034	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minc116.css	(from https://pixelpiernyc.vamtam.com/)
18:01:28	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%226866e343-684e%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min415f.css	(from https://pixelpiernyc.vamtam.com/)
18:01:29	11689/11689	---MCZ	200	added ('OK')	text/css	etag:W/%226866e58c-2da9%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline.min.css?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline.min415f.css	(from https://pixelpiernyc.vamtam.com/)
18:01:30	349/349	---MCZ	200	added ('OK')	text/css	etag:W/%226866e343-15d%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min415f.css	(from https://pixelpiernyc.vamtam.com/)
18:01:31	367/367	---MCZ	200	added ('OK')	text/css	etag:W/%226866e343-16f%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min415f.css	(from https://pixelpiernyc.vamtam.com/)
18:01:32	639/639	---MCZ	200	added ('OK')	text/css	etag:W/%226866e58c-27f%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.min.css?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.min415f.css	(from https://pixelpiernyc.vamtam.com/)
18:01:33	5150/5150	---MCZ	200	added ('OK')	text/css	etag:W/%226866e343-141e%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min415f.css	(from https://pixelpiernyc.vamtam.com/)
18:01:34	7025/7025	---MCZ	200	added ('OK')	text/css	etag:W/%226866e343-1b71%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min415f.css	(from https://pixelpiernyc.vamtam.com/)
18:01:35	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%226866e343-4057%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://pixelpiernyc.vamtam.com/)
18:01:36	5486/5486	---MCZ	200	added ('OK')	text/css	etag:W/%226866e343-156e%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min415f.css	(from https://pixelpiernyc.vamtam.com/)
18:01:37	208/208	---MCZ	200	added ('OK')	text/css	etag:W/%226866e58c-d0%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor-pro/assets/css/widget-loop-common.min.css?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor-pro/assets/css/widget-loop-common.min415f.css	(from https://pixelpiernyc.vamtam.com/)
18:01:38	8391/8391	---MCZ	200	added ('OK')	text/css	etag:W/%226866e58c-20c7%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor-pro/assets/css/widget-loop-carousel.min.css?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor-pro/assets/css/widget-loop-carousel.min415f.css	(from https://pixelpiernyc.vamtam.com/)
18:01:38	106/106	---MCZ	200	added ('OK')	text/css	etag:W/%226866e343-6a%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min415f.css	(from https://pixelpiernyc.vamtam.com/)
18:01:40	20035/20035	---MCZ	200	added ('OK')	text/css	etag:W/%226866e58c-4e43%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor-pro/assets/css/widget-testimonial-carousel.min.css?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor-pro/assets/css/widget-testimonial-carousel.min415f.css	(from https://pixelpiernyc.vamtam.com/)
18:01:41	3847/3847	---MCZ	200	added ('OK')	text/css	etag:W/%226866e58c-f07%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base.min.css?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base.min415f.css	(from https://pixelpiernyc.vamtam.com/)
18:01:42	382/382	---MCZ	200	added ('OK')	text/css	etag:W/%226866e343-17e%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min415f.css	(from https://pixelpiernyc.vamtam.com/)
18:01:43	84507/84507	---MCZ	200	added ('OK')	text/css	etag:W/%226877bf97-14a1b%22	https://pixelpiernyc.vamtam.com/wp-content/uploads/elementor/css/post-63.css?ver=1752678295	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/uploads/elementor/css/post-6312e2.css	(from https://pixelpiernyc.vamtam.com/)
18:01:44	4556/4556	---MCZ	200	added ('OK')	text/css	etag:W/%226877be2b-11cc%22	https://pixelpiernyc.vamtam.com/wp-content/uploads/elementor/css/post-349.css?ver=1752677931	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/uploads/elementor/css/post-34989db.css	(from https://pixelpiernyc.vamtam.com/)
18:01:45	22667/22667	---MCZ	200	added ('OK')	text/css	etag:W/%226877be2b-588b%22	https://pixelpiernyc.vamtam.com/wp-content/uploads/elementor/css/post-1037.css?ver=1752677931	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/uploads/elementor/css/post-103789db.css	(from https://pixelpiernyc.vamtam.com/)
18:01:45	13364/13364	---MCZ	200	added ('OK')	text/css	etag:W/%226877be2b-3434%22	https://pixelpiernyc.vamtam.com/wp-content/uploads/elementor/css/post-3932.css?ver=1752677931	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/uploads/elementor/css/post-393289db.css	(from https://pixelpiernyc.vamtam.com/)
18:01:46	84579/84579	---M-Z	200	added ('OK')	text/css	etag:%226877be92-2e1b%22	https://pixelpiernyc.vamtam.com/wp-content/cache/min/1/wp-content/themes/pixelpiernyc/vamtam/assets/css/dist/elementor/elementor-all.css?ver=1752678034	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/cache/min/1/wp-content/themes/pixelpiernyc/vamtam/assets/css/dist/elementor/elementor-allc116.css	(from https://pixelpiernyc.vamtam.com/)
18:01:48	71044/71044	---M--	200	added ('OK')	font/woff2	etag:%22657112a0-11584%22	https://pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/fonts/icons/icomoon.woff2	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/fonts/icons/icomoon.woff2	(from https://pixelpiernyc.vamtam.com/)
18:01:49	205804/205804	---M--	200	added ('OK')	font/woff	etag:%22657112a0-323ec%22	https://pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/fonts/icons/icomoon.woff	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/fonts/icons/icomoon.woff	(from https://pixelpiernyc.vamtam.com/)
18:01:50	205728/205728	---M--	200	added ('OK')	application/octet-stream	etag:%22657112a0-323a0%22	https://pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/fonts/icons/icomoon.ttf	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/fonts/icons/icomoon.ttf	(from https://pixelpiernyc.vamtam.com/)
18:01:51	131892/131892	---M--	200	added ('OK')	font/woff2	etag:%22657112a0-20334%22	https://pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/fonts/theme-icons/theme-icons.woff2	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/fonts/theme-icons/theme-icons.woff2	(from https://pixelpiernyc.vamtam.com/)
18:01:52	347800/347800	---M--	200	added ('OK')	font/woff	etag:%22657112a0-54e98%22	https://pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/fonts/theme-icons/theme-icons.woff	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/fonts/theme-icons/theme-icons.woff	(from https://pixelpiernyc.vamtam.com/)
18:01:53	132040/132040	---M--	200	added ('OK')	application/octet-stream	etag:%22653a4db1-203c8%22	https://pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/PlusJakartaSans-Regular.ttf	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/PlusJakartaSans-Regular.ttf	(from https://pixelpiernyc.vamtam.com/)
18:01:53	132308/132308	---M--	200	added ('OK')	application/octet-stream	etag:%22653a4de4-204d4%22	https://pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/PlusJakartaSans-Medium.ttf	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/PlusJakartaSans-Medium.ttf	(from https://pixelpiernyc.vamtam.com/)
18:01:55	132416/132416	---M--	200	added ('OK')	application/octet-stream	etag:%22653a4e0e-20540%22	https://pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/PlusJakartaSans-SemiBold.ttf	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/PlusJakartaSans-SemiBold.ttf	(from https://pixelpiernyc.vamtam.com/)
18:01:56	130480/130480	---M--	200	added ('OK')	application/octet-stream	etag:%22653ba84b-1fdb0%22	https://pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/PlusJakartaSans-Light.ttf	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/PlusJakartaSans-Light.ttf	(from https://pixelpiernyc.vamtam.com/)
18:01:57	5633/5633	---MCZ	200	added ('OK')	text/css	etag:W/%2267d9639e-1601%22	https://pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/css/dist/elementor/responsive/elementor-max.css?ver=1740227689	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/css/dist/elementor/responsive/elementor-max1c9e.css	(from https://pixelpiernyc.vamtam.com/)
18:01:57	6970/6970	---MCZ	200	added ('OK')	text/css	etag:W/%226866e34a-1b3a%22	https://pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/css/dist/elementor/responsive/elementor-below-max.css?ver=1740227689	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/css/dist/elementor/responsive/elementor-below-max1c9e.css	(from https://pixelpiernyc.vamtam.com/)
18:01:58	6664/6664	---MCZ	200	added ('OK')	text/css	etag:W/%2267d9639e-1a08%22	https://pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/css/dist/elementor/responsive/elementor-small.css?ver=1740227689	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/themes/pixelpiernyc/vamtam/assets/css/dist/elementor/responsive/elementor-small1c9e.css	(from https://pixelpiernyc.vamtam.com/)
18:01:59	662/662	---M--	200	added ('OK')	image/png	etag:%226866e58d-296%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/wp-rocket/assets/img/youtube.png	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/wp-rocket/assets/img/youtube.png	(from https://pixelpiernyc.vamtam.com/)
18:02:01	58071/58071	---MCZ	200	added ('OK')	text/css	etag:W/%226866e343-e2d7%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://pixelpiernyc.vamtam.com/)
18:02:01	1082/1082	---M-Z	200	added ('OK')	text/css	etag:%226877be92-154%22	https://pixelpiernyc.vamtam.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1752678034	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minc116.css	(from https://pixelpiernyc.vamtam.com/)
18:02:02	1088/1088	---M-Z	200	added ('OK')	text/css	etag:%226877bfcc-153%22	https://pixelpiernyc.vamtam.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=1752678348	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min1abc.css	(from https://pixelpiernyc.vamtam.com/)
18:02:04	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657110e6-15601%22	https://pixelpiernyc.vamtam.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://pixelpiernyc.vamtam.com/)
18:02:05	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657110e6-3509%22	https://pixelpiernyc.vamtam.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://pixelpiernyc.vamtam.com/)
18:02:06	32707/32707	---MCZ	200	added ('OK')	application/javascript	etag:W/%226866e58c-7fc3%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor-pro/assets/js/page-transitions.min.js?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor-pro/assets/js/page-transitions.min415f.js	(from https://pixelpiernyc.vamtam.com/)
18:02:06	15073/15073	---MCZ	200	added ('OK')	application/javascript	etag:W/%226866e343-3ae1%22	https://pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.30.0	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min415f.js	(from https://pixelpiernyc.vamtam.com/)
18:02:09	128762/128762	---MCZ	200	added ('OK')	application/json	date:Mon,%2004%20Aug%202025%2013:02:09%20GMT	https://pixelpiernyc.vamtam.com/wp-json/wp/v2/pages/63	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-json/wp/v2/pages/63.json	(from https://pixelpiernyc.vamtam.com/)
18:02:09	280586/280586	---MCZ	200	added ('OK')	application/json	date:Mon,%2004%20Aug%202025%2013:02:09%20GMT	https://pixelpiernyc.vamtam.com/wp-json/	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-json/index.html	(from https://pixelpiernyc.vamtam.com/)
18:02:09	4512/4512	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2004%20Aug%202025%2013:02:10%20GMT	https://pixelpiernyc.vamtam.com/xmlrpc.php?rsd	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/xmlrpc.3a0db0.delayed	(from https://pixelpiernyc.vamtam.com/)
18:02:11	2125/2125	---MCZ	200	added ('OK')	application/json	date:Mon,%2004%20Aug%202025%2013:02:11%20GMT	https://pixelpiernyc.vamtam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpixelpiernyc.vamtam.com%2F	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-json/oembed/1.0/embeddb11.json	(from https://pixelpiernyc.vamtam.com/)
18:02:12	2284/2284	---MCZ	200	added ('OK')	text/xml	date:Mon,%2004%20Aug%202025%2013:02:12%20GMT	https://pixelpiernyc.vamtam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpixelpiernyc.vamtam.com%2F&format=xml	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-json/oembed/1.0/embedf700	(from https://pixelpiernyc.vamtam.com/)
18:02:12	752/752	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226537ae5e-2f0%22	https://pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/logo-symbol.svg	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/logo-symbol.svg	(from https://pixelpiernyc.vamtam.com/)
18:02:14	2476/2476	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226537ae5d-9ac%22	https://pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/logo-light.svg	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/logo-light.svg	(from https://pixelpiernyc.vamtam.com/)
18:02:14	39304/39304	---M--	200	added ('OK')	image/webp	etag:%226571f838-9988%22	https://pixelpiernyc.vamtam.com/wp-content/uploads/2023/12/pmv-chamara-mTFzk87Lt_w-unsplash-2.jpg	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/uploads/2023/12/pmv-chamara-mTFzk87Lt_w-unsplash-2.jpg	(from https://pixelpiernyc.vamtam.com/)
18:02:17	64386/64386	---M--	200	added ('OK')	image/webp	etag:%226571f9d5-fb82%22	https://pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/studio-blackthorns-9jJhIfbEQtU-unsplash.jpg	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/studio-blackthorns-9jJhIfbEQtU-unsplash.jpg	(from https://pixelpiernyc.vamtam.com/)
18:02:17	116782/116782	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Aug%202025%2009:21:32%20GMT	https://pixelpiernyc.vamtam.com/tag/art-direction/	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/tag/art-direction/index.html	(from https://pixelpiernyc.vamtam.com/)
18:02:17	93218/93218	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Aug%202025%2013:02:17%20GMT	https://pixelpiernyc.vamtam.com/tag/user-research/	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/tag/user-research/index.html	(from https://pixelpiernyc.vamtam.com/)
18:02:18	57392/57392	---M--	200	added ('OK')	image/webp	etag:%226571f6c3-e030%22	https://pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/curology-29wToZsX0Is-unsplash-1.jpg	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/wp-content/uploads/2023/10/curology-29wToZsX0Is-unsplash-1.jpg	(from https://pixelpiernyc.vamtam.com/)
18:02:19	93302/93302	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Aug%202025%2013:02:19%20GMT	https://pixelpiernyc.vamtam.com/tag/user-testing/	/Users/test/Desktop/landing/pixelpiernyc.vamtam.com/tag/user-testing/index.html	(from https://pixelpiernyc.vamtam.com/)
